"Name","HR","H","AB","RBI","Team","salary_millions","salary_source","estimated_war","value_score","vs_pct","status"
"Junior Caminero",41,160,574,96,"TB",0.7948,"spotrac",1.054,1.32611977856064,1,"Undervalued"
"Luis García Jr.",30,140,490,91,NA,0.72,"league_minimum_default",0.84,1.16666666666667,0.998043052837573,"Undervalued"
"Yandy Díaz",22,173,578,81,NA,0.72,"league_minimum_default",0.827,1.14861111111111,0.996086105675147,"Undervalued"
"Sal Stewart",31,154,579,107,"CIN",0.7815,"spotrac",0.896,1.14651311580294,0.99412915851272,"Undervalued"
"Ben Rice",38,141,539,92,"NYY",0.8458,"spotrac",0.955,1.129108536297,0.992172211350294,"Undervalued"
"Hunter Goodman",38,118,482,81,"COL",0.81,"spotrac",0.886,1.09382716049383,0.990215264187867,"Undervalued"
"Jordan Walker",28,160,572,100,"STL",0.7994,"spotrac",0.872,1.09081811358519,0.98825831702544,"Undervalued"
"Miguel Vargas",31,138,554,84,"CHW",0.8057,"spotrac",0.848,1.05250093086757,0.986301369863014,"Undervalued"
"Elly De La Cruz",27,149,521,72,"CIN",0.8,"spotrac",0.825,1.03125,0.984344422700587,"Undervalued"
"James Wood",30,127,475,75,"WSH",0.8069,"spotrac",0.801,0.992688065435618,0.98238747553816,"Undervalued"
"Julio Rodríguez",21,135,560,66,NA,0.72,"league_minimum_default",0.699,0.970833333333333,0.980430528375734,"Undervalued"
"Drake Baldwin",24,143,511,77,"ATL",0.8,"spotrac",0.765,0.95625,0.978473581213307,"Undervalued"
"Colson Montgomery",31,109,535,84,"CHW",0.7985,"spotrac",0.761,0.953036944270507,0.976516634050881,"Undervalued"
"Jonathan Aranda",21,153,550,89,"TB",0.7964,"spotrac",0.753,0.945504771471622,0.974559686888454,"Undervalued"
"Wilyer Abreu",24,143,560,74,"BOS",0.81,"spotrac",0.765,0.944444444444444,0.972602739726027,"Undervalued"
"TJ Rumfield",15,155,516,69,NA,0.72,"league_minimum_default",0.675,0.9375,0.970645792563601,"Undervalued"
"Jac Caglianone",23,134,481,70,"KC",0.784,"spotrac",0.724,0.923469387755102,0.968688845401174,"Undervalued"
"Daylen Lile",21,141,565,85,"WSH",0.786,"spotrac",0.717,0.912213740458015,0.966731898238748,"Undervalued"
"Brooks Lee",23,133,542,79,"MIN",0.79305,"spotrac",0.721,0.909148225206481,0.964774951076321,"Undervalued"
"Dillon Dingler",27,127,521,88,"DET",0.8349,"spotrac",0.759,0.909090909090909,0.962818003913894,"Undervalued"
"Carson Benge",18,150,551,58,"NYM",0.78,"spotrac",0.702,0.9,0.960861056751468,"Undervalued"
"Kody Clemens",26,119,494,76,"MIN",0.8039,"spotrac",0.721,0.896877721109591,0.958904109589041,"Undervalued"
"Iván Herrera",16,138,570,65,NA,0.72,"league_minimum_default",0.638,0.886111111111111,0.956947162426614,"Undervalued"
"Andy Pages",21,134,493,80,"LAD",0.8,"spotrac",0.696,0.87,0.954990215264188,"Undervalued"
"Carter Jensen",24,114,491,73,"KC",0.78115,"spotrac",0.678,0.867951097740511,0.953033268101761,"Undervalued"
