"Name","HR","H","AB","RBI","Team","salary_millions","salary_source","estimated_war","value_score","vs_pct","status"
"Junior Caminero",40,157,562,95,"TB",0.7948,"spotrac",1.031,1.29718168092602,1,"Undervalued"
"Luis García Jr.",30,139,478,91,NA,0.72,"league_minimum_default",0.837,1.1625,0.998019801980198,"Undervalued"
"Yandy Díaz",22,171,565,80,NA,0.72,"league_minimum_default",0.821,1.14027777777778,0.996039603960396,"Undervalued"
"Sal Stewart",31,151,563,107,"CIN",0.7815,"spotrac",0.887,1.13499680102367,0.994059405940594,"Undervalued"
"Ben Rice",37,137,528,89,"NYY",0.8458,"spotrac",0.929,1.09836840860724,0.992079207920792,"Undervalued"
"Jordan Walker",28,159,562,100,"STL",0.7994,"spotrac",0.869,1.08706529897423,0.99009900990099,"Undervalued"
"Hunter Goodman",37,115,475,78,"COL",0.81,"spotrac",0.863,1.06543209876543,0.988118811881188,"Undervalued"
"Miguel Vargas",30,133,538,79,"CHW",0.8057,"spotrac",0.819,1.01650738488271,0.986138613861386,"Undervalued"
"Elly De La Cruz",26,142,504,70,"CIN",0.8,"spotrac",0.79,0.9875,0.984158415841584,"Undervalued"
"James Wood",30,124,466,75,"WSH",0.8069,"spotrac",0.792,0.981534266947577,0.982178217821782,"Undervalued"
"Colson Montgomery",31,109,525,83,"CHW",0.7985,"spotrac",0.761,0.953036944270507,0.98019801980198,"Undervalued"
"Julio Rodríguez",21,130,543,65,NA,0.72,"league_minimum_default",0.684,0.95,0.978217821782178,"Undervalued"
"Wilyer Abreu",24,141,548,72,"BOS",0.81,"spotrac",0.759,0.937037037037037,0.976237623762376,"Undervalued"
"Jac Caglianone",23,134,474,70,"KC",0.784,"spotrac",0.724,0.923469387755102,0.974257425742574,"Undervalued"
"Drake Baldwin",23,137,494,72,"ATL",0.8,"spotrac",0.733,0.91625,0.972277227722772,"Undervalued"
"Dillon Dingler",27,126,513,87,"DET",0.8349,"spotrac",0.756,0.905497664390945,0.97029702970297,"Undervalued"
"TJ Rumfield",15,147,499,67,NA,0.72,"league_minimum_default",0.651,0.904166666666667,0.968316831683168,"Undervalued"
"Brooks Lee",23,130,528,79,"MIN",0.79305,"spotrac",0.712,0.897799634323182,0.966336633663366,"Undervalued"
"Jonathan Aranda",19,149,539,86,"TB",0.7964,"spotrac",0.713,0.895278754394776,0.964356435643564,"Undervalued"
"Iván Herrera",16,138,558,64,NA,0.72,"league_minimum_default",0.638,0.886111111111111,0.962376237623762,"Undervalued"
"Kody Clemens",26,116,478,74,"MIN",0.8039,"spotrac",0.712,0.885682298793382,0.96039603960396,"Undervalued"
"Daylen Lile",20,138,556,81,"WSH",0.786,"spotrac",0.694,0.88295165394402,0.958415841584158,"Undervalued"
"Andy Pages",21,134,493,80,"LAD",0.8,"spotrac",0.696,0.87,0.956435643564356,"Undervalued"
"Carson Benge",16,145,533,55,"NYM",0.78,"spotrac",0.659,0.844871794871795,0.954455445544554,"Undervalued"
"Carter Jensen",23,111,481,70,"KC",0.78115,"spotrac",0.655,0.838507328938104,0.952475247524752,"Undervalued"
