"Name","HR","H","AB","RBI","Team","salary_millions","salary_source","estimated_war","value_score","vs_pct","status"
"Junior Caminero",40,159,570,95,"TB",0.7948,"spotrac",1.037,1.30473074987418,1,"Undervalued"
"Luis García Jr.",30,139,481,91,NA,0.72,"league_minimum_default",0.837,1.1625,0.998027613412229,"Undervalued"
"Yandy Díaz",22,173,574,81,NA,0.72,"league_minimum_default",0.827,1.14861111111111,0.996055226824458,"Undervalued"
"Sal Stewart",31,154,571,107,"CIN",0.7815,"spotrac",0.896,1.14651311580294,0.994082840236686,"Undervalued"
"Ben Rice",38,138,530,90,"NYY",0.8458,"spotrac",0.946,1.11846772286593,0.992110453648915,"Undervalued"
"Jordan Walker",28,159,566,100,"STL",0.7994,"spotrac",0.869,1.08706529897423,0.990138067061144,"Undervalued"
"Hunter Goodman",38,116,479,81,"COL",0.81,"spotrac",0.88,1.08641975308642,0.988165680473373,"Undervalued"
"Miguel Vargas",30,135,547,79,"CHW",0.8057,"spotrac",0.825,1.0239543254313,0.986193293885602,"Undervalued"
"Elly De La Cruz",26,146,514,71,"CIN",0.8,"spotrac",0.802,1.0025,0.98422090729783,"Undervalued"
"James Wood",30,127,474,75,"WSH",0.8069,"spotrac",0.801,0.992688065435618,0.982248520710059,"Undervalued"
"Julio Rodríguez",21,134,553,65,NA,0.72,"league_minimum_default",0.696,0.966666666666667,0.980276134122288,"Undervalued"
"Colson Montgomery",31,109,529,84,"CHW",0.7985,"spotrac",0.761,0.953036944270507,0.978303747534517,"Undervalued"
"Wilyer Abreu",24,143,556,74,"BOS",0.81,"spotrac",0.765,0.944444444444444,0.976331360946746,"Undervalued"
"Jonathan Aranda",21,152,546,89,"TB",0.7964,"spotrac",0.75,0.941737820190859,0.974358974358974,"Undervalued"
"Drake Baldwin",23,139,503,75,"ATL",0.8,"spotrac",0.739,0.92375,0.972386587771203,"Undervalued"
"Jac Caglianone",23,134,477,70,"KC",0.784,"spotrac",0.724,0.923469387755102,0.970414201183432,"Undervalued"
"TJ Rumfield",15,151,507,67,NA,0.72,"league_minimum_default",0.663,0.920833333333333,0.968441814595661,"Undervalued"
"Dillon Dingler",27,126,517,87,"DET",0.8349,"spotrac",0.756,0.905497664390945,0.96646942800789,"Undervalued"
"Brooks Lee",23,132,535,79,"MIN",0.79305,"spotrac",0.718,0.905365361578715,0.964497041420118,"Undervalued"
"Kody Clemens",26,118,485,76,"MIN",0.8039,"spotrac",0.718,0.893145913670855,0.962524654832347,"Undervalued"
"Daylen Lile",20,140,564,82,"WSH",0.786,"spotrac",0.7,0.89058524173028,0.960552268244576,"Undervalued"
"Iván Herrera",16,138,565,64,NA,0.72,"league_minimum_default",0.638,0.886111111111111,0.958579881656805,"Undervalued"
