"Name","HR","H","AB","RBI","Team","salary_millions","salary_source","estimated_war","value_score","vs_pct","status"
"Junior Caminero",35,127,456,77,"TB",0.7948,"spotrac",0.871,1.09587317564167,1,"Undervalued"
"Hunter Goodman",34,104,414,69,"COL",0.81,"spotrac",0.788,0.972839506172839,0.99789029535865,"Undervalued"
"James Wood",30,116,437,73,"WSH",0.8069,"spotrac",0.768,0.951790804312802,0.9957805907173,"Undervalued"
"Luis García Jr.",24,109,388,78,NA,0.72,"league_minimum_default",0.663,0.920833333333333,0.993670886075949,"Undervalued"
"Ben Rice",32,110,430,76,"NYY",0.8458,"spotrac",0.778,0.919839205485931,0.991561181434599,"Undervalued"
"Sal Stewart",26,118,456,89,"CIN",0.7815,"spotrac",0.718,0.91874600127959,0.989451476793249,"Undervalued"
"Yandy Díaz",17,137,453,69,NA,0.72,"league_minimum_default",0.649,0.901388888888889,0.987341772151899,"Undervalued"
"Jordan Walker",23,129,454,84,"STL",0.7994,"spotrac",0.709,0.886915186389792,0.985232067510548,"Undervalued"
"Dillon Dingler",26,113,428,81,"DET",0.8349,"spotrac",0.703,0.842017008024913,0.983122362869198,"Undervalued"
"Julio Rodríguez",19,111,432,52,NA,0.72,"league_minimum_default",0.599,0.831944444444444,0.981012658227848,"Undervalued"
"Miguel Vargas",25,102,439,68,"CHW",0.8057,"spotrac",0.656,0.814198833312647,0.978902953586498,"Undervalued"
"Andy Pages",19,125,467,76,"LAD",0.8,"spotrac",0.641,0.80125,0.976793248945148,"Undervalued"
"Colson Montgomery",26,91,430,68,"CHW",0.7985,"spotrac",0.637,0.797745773324984,0.974683544303797,"Undervalued"
"Jac Caglianone",21,109,406,53,"KC",0.784,"spotrac",0.621,0.792091836734694,0.972573839662447,"Undervalued"
"Wilyer Abreu",21,114,448,64,"BOS",0.81,"spotrac",0.636,0.785185185185185,0.970464135021097,"Undervalued"
"TJ Rumfield",13,123,419,59,NA,0.72,"league_minimum_default",0.551,0.765277777777778,0.968354430379747,"Undervalued"
"Casey Schmitt",21,105,387,55,"SF",0.81,"spotrac",0.609,0.751851851851852,0.966244725738397,"Undervalued"
"Elly De La Cruz",20,107,399,56,"CIN",0.8,"spotrac",0.601,0.75125,0.964135021097046,"Undervalued"
"Drake Baldwin",20,105,383,61,"ATL",0.8,"spotrac",0.595,0.74375,0.962025316455696,"Undervalued"
"Jonathan Aranda",15,125,439,73,"TB",0.7964,"spotrac",0.585,0.73455549974887,0.959915611814346,"Undervalued"
"Iván Herrera",13,113,453,51,NA,0.72,"league_minimum_default",0.521,0.723611111111111,0.957805907172996,"Undervalued"
"Nick Kurtz",21,90,352,69,"ATH",0.785,"spotrac",0.564,0.718471337579618,0.955696202531646,"Undervalued"
"Daylen Lile",15,115,462,65,"WSH",0.786,"spotrac",0.555,0.706106870229008,0.953586497890295,"Undervalued"
"Otto Lopez",9,148,474,53,"MIA",0.8105,"spotrac",0.57,0.703269586674892,0.951476793248945,"Undervalued"
"Brooks Lee",17,106,433,62,"MIN",0.79305,"spotrac",0.556,0.701090725679339,0.949367088607595,"Undervalued"
